,index,thinker_1,thinker_2,link
21467,15599,Marcel Proust,Alexei Fridman,0
21468,12998,Pseudo-Dionysius the Areopagite,René Guénon,1
21469,7522,Victor Hugo,Jorge Luis Borges,1
21470,15684,F. H. Bradley,Kathy Burke,0
21471,1318,Julio Cortázar,Patrick Jones,0
21472,28925,Johann Gottlieb Fichte,John Randal,0
21473,10778,James Abbott McNeill Whistler,Gwen John,1
21474,3851,Charles Scott Sherrington,Katrin Fridriks,0
21475,16615,Leonard Cohen,Néstor Barron,1
21476,21709,Friedrich Nietzsche,Gonzalo Arango,1
21477,11145,Gabriel García Márquez,Latife Tekin,1
21478,18288,Walker Evans,Mark Powel,1
21479,3489,Sigmund Freud,Laurence A. Rickels,1
21480,15810,Marcel Proust,Jack Kerouac,1
21481,4559,Knut Hamsun,Franz Kafka,1
21482,26416,Bertolt Brecht,Grace Andreacchi,1
21483,28467,William Faulkner,Hunter S. Thompson,1
21484,9549,Joseph de Maistre,Catherine Webb,0
21485,8569,Max Stirner,Russell T Davies,0
21486,9886,Giovanni Verga,Federico De Roberto,1
21487,2951,Friedrich Nietzsche,Robert Green,1
21488,17400,Sojourner Truth,Bell hooks,1
21489,4566,Richard Swinburne,Keith Ward,1
21490,19191,George Boole,L. Frank Baum,0
21491,27850,Friedrich Adolf Trendelenburg,Rudolf Christoph Eucken,1
21492,16306,Hart Crane,Sugar Sammy,0
21493,5347,Allen Ginsberg,Ruthe Blalock Jones,0
21494,4813,Julius Erving,Joey Diaz,1
21495,17380,Fyodor Dostoyevsky,Albert Camus,1
21496,16586,Lord Byron,Almeida Garrett,1
21497,6497,Algernon Blackwood,Judith Guest,0
21498,4549,George Luks,John Alan Maxwell,1
21499,10046,Luís de Camões,Emma Goldman,0
21500,7424,Nicholas of Cusa,Anselm of Canterbury,0
21501,3456,Florence Wyle,Christian Cardell Corbet,1
21502,12617,Don Rickles,Bill Maher,1
21503,7395,William Godwin,Percy Bysshe Shelley,1
21504,12521,Paul Cézanne,Elizabeth Hand,0
21505,2677,James Thurber,Gonçalves de Magalhães Viscount of Araguaia,0
21506,7840,John Dewey,Noam Chomsky,1
21507,7014,Johannes Scotus Eriugena,Alexander Bogdanov,0
21508,8541,Posidonius,Livy,1
21509,1177,Giambattista della Porta,Thomas Browne,1
21510,503,Clark Ashton Smith,David A. Hargrave,1
21511,3380,Anselm of Canterbury    1,James Salter,0
21512,20250,S. R. Ekkundi,R. S. Mugali,1
21513,16070,Edmund Spenser,Nipsey Hussle,0
21514,18013,William Blake,Dennis Potter,0
21515,7891,William Godwin,Yusuf Islahi,0
21516,10188,Lord Byron,Neil MacCormick,0
21517,24530,Robert Aickman,Elvis Mitchell,0
21518,15107,Joan Didion,Douglas Coupland,1
21519,17106,Charles Darwin,Thomas Meehan,1
21520,12277,Jakob Kolletschka,Ignaz Semmelweis,1
21521,3755,Vladimir Nabokov,Bill Henderso,1
21522,28462,Robert G. Ingersoll,Henry Ward Beecher,1
21523,17019,Murray Rothbard,Stefan Molyneux,1
21524,914,Matthew Arnold,Geo Bogza,0
21525,20288,Plato,Lesya Ukrainka,1
21526,20167,Camilo Pessanha,Mário de Sá-Carneiro,1
21527,7589,Octavio Paz,Fernando Cabrer,1
21528,3896,Arthur Schopenhauer,Gilbert Ryle,1
21529,12546,Gautama Buddha,Osh,1
21530,10354,Henry Thomas Colebrooke,John Marshal,1
21531,23084,Rainer Maria Rilke,Janet Frame,1
21532,3126,Jim Thompson,Harlan Ellison,1
21533,15290,Gabriel García Márquez,Meredith Holmes,0
21534,24113,Tristan Tzara,Walther Nernst,0
21535,14468,Ferdinand de Saussure,Jonathan Littell,0
21536,23396,Robert E. Howard,John White Alexander,0
21537,22388,John Updike,Monty Python,0
21538,16057,Ray Bradbury,Michelle Belanger,1
21539,27352,Brian O'Nolan,Gakuryu Ishii,0
21540,11328,William Morris,Bob Black,1
21541,1234,H. P. Lovecraft,Michael Foste,0
21542,21929,Antonio Labriola,Frank Miller,0
21543,28489,José Ortega y Gasset,Milan Komar,1
21544,8890,Alice Munro,Felix Frankfurter,0
21545,15167,Friedrich de la Motte Fouqué,George MacDonald,1
21546,18413,Friedrich Nietzsche,Franz Kafka,1
21547,23697,Flannery O'Connor,Liesel Litzenburger,1
21548,14897,Allen Ginsberg,Hafeez Hoorani,0
21549,15452,Robert Frost,Wendell Berry,1
21550,26658,Robert Frost,Louis O. Coxe,1
21551,3165,Allamah Rasheed Turabi,Syed Ali Ausat Zaidi,1
21552,20053,Nalî,Muhamad Salih Dilan,1
21553,2733,Gabriel Marcel,Emmanuel Levinas,1
21554,22213,William Tilbury Fox,Henry Radcliffe Crocker,1
21555,8805,Galileo Galilei,Vincenzo Viviani,1
21556,16932,John Locke,Derek Abbott,0
21557,15603,Charles Dickens,John Fowles,1
21558,16965,Edward Plunkett 18th Baron of Dunsany,Patrick Galvin,0
21559,15350,Michel Foucault,Gayatri Chakravorty Spivak,1
21560,15644,Edward Cahill,Denis Fahey,1
21561,3130,Desiderius Erasmus,Hugo Grotius,1
21562,16402,Maya Deren,John Zorn,0
21563,3088,Henry David Thoreau,Loren Eiseley,1
21564,21884,Plato,Hideyuki Kikuchi,0
21565,23815,Fernando Pessoa,Vladimir Besleaga,0
21566,27144,Wassily Leontief,Norman Geschwind,0
21567,1546,Alfred Jarry,Giannina Braschi,1
21568,20408,Spike Milligan,Marty Feldman,1
21569,1160,Ai Weiwei,Zhang Deli,1
21570,21085,Stéphane Mallarmé,Hermann Ebbinghaus,0
21571,20318,Robert Southey,Hartley Coleridge,1
21572,1913,Edgar Rice Burroughs,Ka'ab al-Ahbar,0
21573,6760,Emanuel Swedenborg,Juan Boria,0
21574,6162,Gerard Manley Hopkins,John Berryman,1
21575,15653,Michael Foste,Charles Scott Sherrington,1
21576,28763,Ernie Kovacs,Gene Kelly,0
21577,25773,Simone de Beauvoir,Coen brothers,0
21578,5927,Ernst Mach,Randolph Caldecott,0
21579,12986,H. P. Lovecraft,Kobo Abe,0
21580,25555,George Carlin,Petronius,0
21581,6464,Anselm of Canterbury,Duns Scotus,1
21582,24979,Samuel R. Delany,Michael Swanwick,1
21583,12592,Giambattista Vico,Benedetto Croce,1
21584,1628,Edward Plunkett 18th Baron of Dunsany,Ion Luca Caragiale,0
21585,17983,H. P. Lovecraft,William Paley,0
21586,3127,William Godwin,Rufino Tamayo,0
21587,15025,Richard Rusczyk,Sam Vandervelde,1
21588,27865,Giovanni Pico della Mirandola,Christoffer Wilhelm Eckersberg,0
21589,8844,Benedetto Croce,Nicolas Steno,0
21590,20254,Miguel de Cervantes,Javier Marías,1
21591,18143,Nicolas Malebranche,John Donne,0
21592,28750,Don DeLillo,Johnny Carson,0
21593,14603,Mihai Eminescu,Mihail Sadoveanu,1
21594,4989,David Hartle,William James,1
21595,27251,Abbie Hoffman,Marie Stopes,0
21596,13572,Charlie Chaplin,Milton Berle,1
21597,14018,James Reaney,János Pilinszky,0
21598,2543,Joaquim Maria Machado de Assis,João Guimarães Rosa,1
21599,13334,Lenny Bruce,Hao Wang,0
21600,16522,Plato,Catherine Wiley,0
21601,10611,Speusippus,Xenocrates,1
21602,23204,Gottfried Leibniz,Francisco Santos,0
21603,2341,Knut Hamsun,Charles Bukowski,1
21604,3156,El Greco,Jack Levine,1
21605,26554,Eric Berne,Tadeusz Breyer,0
21606,11926,John D. MacDonald,Gerty Cori,0
21607,2069,Georges Sorel,Loni Love,0
21608,9667,Wassily Leontief,George Dantzig,1
21609,14372,A. N. Krishna Rao,T. R. Subba Rao,1
21610,6992,James Macpherson,Johann Wolfgang von Goethe,1
21611,28158,Stanley William Hayter,Michael Tolkin,0
21612,9728,Giovanni Pico della Mirandola,Yann Martel,0
21613,13582,Leonardo da Vinci,Roger Ing,1
21614,11474,Jack Paar,Georg Brandes,0
21615,22796,Robert W. Chambers,J. Gwyn Griffiths,0
21616,23218,Émile Zola,Sebhat Guèbrè-Egziabhér,1
21617,16018,Friedrich Heinrich Jacobi,Ralf Dahrendorf  1,0
21618,7314,Mitch Hedberg,Mike Birbiglia,1
21619,15764,Edgar Allan Poe,Alexandru Macedonski,1
21620,16149,Jocelyn Herbert,Hadrian,0
21621,2206,Michel de Montaigne,Garry Wills,0
21622,14135,John Donne,Sandra Harding,0
21623,14959,Terence McKenna,Norman Ollestad,0
21624,2536,Luís de Camões,John Belushi,0
21625,22912,Montesquieu,Hans-Georg Gadamer,0
21626,8410,James Thurber,Bob Newhart,1
21627,20856,Monty Python,David Walliams,1
21628,17953,Heraclitus,Martin Heidegger,1
21629,4251,Max Stirner,Gordon Matta-Clark,0
21630,17805,H. P. Lovecraft,Eve Kosofsky Sedgwick,0
21631,25763,John Doyl,Richard Doyle,1
21632,26420,Émile Zola,Aluísio Azevedo,1
21633,17144,Giovanni Gentile,Marianne Moore,0
21634,21621,William S. Burroughs,Hunter S. Thompson,1
21635,24848,Jorge Luis Borges,Naomi Shihab Nye,0
21636,4028,Saul Bellow,Frank Macfarlane Burnet,0
21637,7654,Sam Kinison,Ken V. Krawchuk,0
21638,7291,Sigmund Freud,George Ashley Campbell,0
21639,24463,Niccolò Machiavelli,Sam Harri,0
21640,1766,David Hume,Conn Iggulden,0
21641,24909,Gottfried Leibniz,John Cheever,0
21642,2424,Edwin Arthur Burtt,Alexandre Koyré,1
21643,17853,Bram Stoker,Edward Cahill,0
21644,21367,Marshall McLuhan,Debiprasad Chattopadhyaya,0
21645,26544,Simone de Beauvoir,Constantine P. Cavafy,0
21646,17079,Charles-François Daubigny,Stefan Luchian,0
21647,20091,Robert Bloch,Rigoberto González,0
21648,27622,Allen Ginsberg,Mircea Cartarescu,1
21649,13087,Roger Zelazny,Avital Ronell,0
21650,12717,George Bellows,Hilda Belcher,1
21651,15659,David Hume,Albert Einstein,1
21652,14391,L. Frank Baum,Shelley Jackson,1
21653,25738,Montesquieu,Robert Lowell,0
21654,25917,Don Rickles,John Bishop,0
21655,14605,Bertrand Russell,Michael Ty,1
21656,20584,Gustave Flaubert,Alain de Botton,1
21657,4331,Ambrose Bierce,Ming C. Lin,0
21658,4465,Georg Wilhelm Friedrich Hegel,Carlos Fuentes,0
21659,12094,Tristan Tzara,Paul Éluard,1
21660,18821,Jack Williamson,Bernard of Clairvaux,0
21661,24116,W. O. Mitchell,Margaret Laurence,1
21662,13114,Plato,Lucian,1
21663,6273,Carl Jung,Dorothy Bryant,1
21664,4205,Brian O'Nolan,Ki Longfellow,1
21665,23262,Karl Marx,Norman O. Brown,1
21666,22754,John Anderso,David Stove,1
21667,28946,Joseph Ginat,Richard Francis Burton,0
21668,4108,Henry Hallett Dale,Charles Kellaway,1
21669,4719,Paul Verlaine,Constant Tonegaru,1
21670,23882,Meister Eckhart,Alexander Calder,0
21671,27546,Jean Baptiste Perrin,Léon Brillouin,1
21672,27730,Anton Mauve,Hermann Lotze,0
21673,13093,Charlie Chaplin,Johnny Depp,1
21674,2727,Paulo Freire,Joe L. Kincheloe,1
21675,10638,René Guénon,Ananda Coomaraswamy,1
21676,2921,Fernando Pessoa,Joseph Butler    1,0
21677,23504,Sandra Tsing Loh,Antonella Gambotto-Burke,1
21678,23628,John Dos Passos,Alfred Döblin,1
21679,8129,Pieter van Musschenbroek,Jan Ingenhousz,1
21680,21618,Baltasar Gracián,Richard McKeon,0
21681,26462,Voltaire,Friedrich Nietzsche,1
21682,21416,Robert Morison,Paul Rusconi,0
21683,27837,Ion Heliade Radulescu,Alexandru Macedonski,1
21684,11605,Saul Bellow,Robie Macauley,1
21685,22712,Bruce Sterling,Alastair Reynolds,1
21686,2682,Yoo Jae-Seok,Jeong Jun-ha,1
21687,28663,Thomas Aquinas,David A. Frank-Kamenetskii,0
21688,23140,Meister Eckhart,Neil deGrasse Tyson,0
21689,20156,Ovid,Bret Easton Ellis,0
21690,18709,John Stuart Mill,Bertrand Russell,1
21691,2517,Ovid,Antoine Furetière,0
21692,19448,Richard Harding Davis,Kojima Masajiro,0
21693,8430,Sigmund Freud,Arthur Ganson,0
21694,26189,John Dewey,Richard McKeon,1
21695,2019,George Morrison,Truman Lowe,1
21696,4482,Charles Dickens,John Cheever,1
21697,15272,Lenny Bruce,James Hansen,0
21698,8868,Ovid,Danilo Lokar,0
21699,6733,Franz Kafka,Simon Vestdijk,1
21700,26942,Ludwig Wittgenstein,John Hick,1
21701,11014,Woody Allen,David Steinberg,1
21702,9939,Johnny Carson,Jerry Seinfeld,1
21703,5806,Joy Williams,Scott Snyder,1
21704,22595,George Carlin,Derrick Henry Lehmer,0
21705,5988,Philip K. Dick,Buddy Hackett,0
21706,2570,Kostas Axelos,Malcolm McLaren,0
21707,28441,Alain-Fournier,Jacques Rivière,1
21708,9377,Johann Wolfgang von Goethe,Ernst Cassirer,1
21709,9289,Poul Anderson,Chinua Achebe,0
21710,7601,Ferdinand de Saussure,Tariq Mustafa,0
21711,22431,David Markson,Sophie Germain,0
21712,482,Robert Benchley,Groucho Marx,1
21713,28844,Antonio Labriola,Norman Dennis,0
21714,3285,Knut Hamsun,Philitas of Cos,0
21715,6627,Georg Wilhelm Friedrich Hegel,Jean-Paul Sartre,1
21716,19140,Jean Racine,Leconte de Lisle,1
21717,5852,John Colet,Max Beckmann,0
21718,20179,Woody Allen,Ellen DeGeneres,1
21719,26859,Richard Harding Davis,Howard Arkley,0
21720,23729,Thomas Aquinas,Joseph de Maistre,1
21721,22624,Adalbert Stifter,Kazimierz Brodzinski,0
21722,12824,Jean-Jacques Rousseau,William Hazlitt,1
21723,26439,Thomas Hardy,Al-Maqrizi,0
21724,889,Robert Benchley,Dorothy Parker,1
21725,13367,Maya Deren,Graham Greene,0
21726,23784,Kurt Vonnegut,John Toland,0
21727,406,Edwin Klebs,Arnold Klebs,1
21728,16002,Arthur Rimbaud,Lewis H. Morgan,0
21729,21996,Johann Wolfgang von Goethe,Hovhannes Tumanyan,1
21730,24883,Epicurus,Gaston Bachelard,0
21731,18513,Saul Bellow,Jeffrey Eugenides,1
21732,4044,Henry Darger,Trenton Doyle Hancock,1
21733,25578,Abbie Hoffman,Marie Stopes,0
21734,3661,John Dos Passos,Giorgio Vasari,0
21735,18374,Manny Farber,J. Hoberman,1
21736,26163,Hugo Grotius,Catherine Wiley,0
21737,25851,Robert Aickman,Elvis Mitchell,0
21738,3407,Giovanni Pico della Mirandola,Yann Martel,0
21739,21734,F. H. Bradley,Nagayo Yoshiro,0
21740,24525,Alan Turing,Hilary Putnam,1
21741,634,Joseph Heller,William Edouard Scott,0
21742,23684,Jack Smit,Stephen Baxter,0
21743,21397,Ernst Mach,Randolph Caldecott,0
21744,23992,Al Murray,Jack Whitehall,1
21745,11186,Anaïs Nin,Auguste Corteau,1
21746,9673,Rafael Barrett,Samuel P. Huntington,0
21747,23057,Heinrich Cornelius Agrippa,Giordano Bruno,1
21748,9954,Mark Dacascos,Bruce Lee,1
21749,4087,Miguel de Cervantes,Gabriel Marcel,0
21750,26024,Pedro Calderón de la Barca,José Albi,0
21751,23872,Marilynne Robinson,Joseph O'Neil,1
21752,26938,Benjamin Tucker,Cory Doctorow,0
21753,25860,Jean Dubuffet,Jean-Michel Basquiat,1
21754,2435,George Bernard Shaw,George Catlin,0
21755,3438,Mubashir Hassan,Zulfikar Ali Bhutto,1
21756,1713,F. H. Bradley,R. G. Collingwood,1
21757,19989,Plato,Émile Durkheim,1
21758,17883,Montesquieu,Larry Niven,0
21759,14688,Theodore Sturgeon,Edwin Arlington Robinson,0
21760,11949,Wassily Leontief,Andrew Carnegie,0
21761,10009,Charles Darwin,Gary Chartier,0
21762,6033,Simone Weil,Iris Murdoch,1
21763,23164,Peter Geach,Anthony Kenny,1
21764,4096,Baltasar Gracián,Allen Steele,0
21765,10523,Timothy Leary,Walter Bowart,1
21766,5087,Saul Bellow,Albert M. Wolters,0
21767,3594,Charles Dickens,Paul Auster,1
21768,24549,George Eliot,Jesse Bullington,0
21769,4405,Thomas Hart Bento,Frans Hals,0
21770,19820,Posidonius,Khwaja Shamsuddin Azimi,0
21771,5970,Nikolai Gogol,Artie Lange,0
21772,24863,Gottfried Leibniz,Mark Lamarr,0
21773,28547,Aristotle,Rammanohar Lohia,0
21774,654,Sam Kinison,Daniel Singe,0
21775,21834,Bill Hicks,Russell Brand,1
21776,21078,Robert Aickman,Solamalay Namasivayam,0
21777,28021,Philip Roth,Charles Blackstone,1
21778,22338,Samuel Richardson,Jonah Bokaer,0
21779,27658,Victor Hugo,Harold Innis,0
21780,28523,Harold Pinter,Tristan Tzara,0
21781,16876,Zeno of Elea,Bret Easton Ellis,0
21782,22311,Josiah Warren,Munir Ahmad Khan,0
21783,12198,Ovid,David Schmidtz,0
21784,4570,Maxim Gorky,Preihov Voranc,1
21785,23263,Kurt Vonnegut,Jon Stewart,1
21786,19353,Brian O'Nolan,José Bonifácio the Young,0
21787,7104,Jack Paar,Don Rickles,1
21788,24445,George Gurdjieff,Fritz Bultman,0
21789,2495,Terence McKenna,William Lax,0
21790,15818,G. K. Chesterton,Pat Hingle,0
21791,10692,Ivan Goncharov,Raoul Schrott,1
21792,28178,Rafael Barrett,Ahmad Sirhindi,0
21793,7359,Grigol Robakidze,Yoo Jae-Seok,0
21794,8889,Niels Bohr,Maxim Gorky,0
21795,28655,José Clemente Orozco,Elaine Hamilton-O'Neal,1
21796,19929,Pythagoras,Colm Tóibín,0
21797,28456,Clark Ashton Smith,James Lowder,1
21798,17438,John Locke,Adam Smith,1
21799,25024,Michel de Montaigne,Karl Gustav Jöreskog,0
21800,15080,Emil Petaja,Hannes Bok,1
21801,8301,Frederic Manning,T. E. Lawrence,1
21802,19902,Georg Cantor,Alain Badiou,1
21803,16848,Robert E. Howard,Manil Suri,0
21804,4741,Sigmund Freud,Sarah Kofman,1
21805,18897,Spike Jones,Spike Milligan,1
21806,1454,Jakob Böhme,Ibn Battah,0
21807,14591,Karl Jaspers,J. J. Lankes,0
21808,1213,Julian Coolidge,Tess Gerritsen,0
21809,23179,Cornelis de Bie,Arnold Houbraken,1
21810,26640,George Washington Harris,William Faulkner,1
21811,25133,Georg Wilhelm Friedrich Hegel,Pierre-Joseph Proudhon,1
21812,17439,Gerard Manley Hopkins,Anthony Burgess,1
21813,11570,Plato,Hypatia,1
21814,8352,Cy Twombly,Betsy Eby,1
21815,21065,Alphonse Daudet,Traian Demetrescu,1
21816,24346,Murray Rothbard,J. Neil Schulman,1
21817,7453,Jakob Böhme,Kostandin Kristoforidhi,0
21818,18207,Georg Wilhelm Friedrich Hegel,Theodor W. Adorno,1
21819,22324,Harlan Coben,Hans Binder,0
21820,24413,W. W. Jacobs,Arnold Sommerfeld,0
21821,1985,Samuel Beckett,Joe Haldeman,0
21822,25741,Thomas Wijck,Jan Wyck,1
21823,23720,Damien Hirst,Katrin Fridriks,1
21824,23900,Montesquieu,Hans-Georg Gadamer,0
21825,20765,Mario Szenessy,Raymond Carver,0
21826,3327,Gabriel García Márquez,Jing Hao,0
21827,11712,Charlie Chaplin,George Bacovia,0
21828,10524,Antonio Gramsci,Samik Bandyopadhyay,1
21829,7281,Immanuel Kant,Otto Weininger,1
21830,10770,Rod Serling,Frank Zappa,0
21831,25036,Lucretius,Paul-Émile Borduas,0
21832,3062,Mircea Eliade,Mircea Nedelciu,1
21833,21557,Jack Kerouac,Will Clarke,1
21834,2874,Octavian Goga,Emil Isac,1
21835,1054,Jens Peter Jacobsen,George Washington Harris,0
21836,5334,Gustave Moreau,Hans Unger,1
21837,17711,Richard Evans Schultes,Sidney Lanier,0
21838,19755,Immanuel Kant,Jodi Picoult,0
21839,18174,David Markson,John Caparulo,0
21840,21761,Karl Marx,Enver Hoxha,1
21841,12928,Johann Gottfried Herder,Rahel Sanzara,0
21842,26035,Michael Moorcock,Colin Greenland,1
21843,25267,George Catlin,Charles Deas,1
21844,13878,Robert G. Ingersoll,Noah Cicero,0
21845,23170,Wilhelm Dilthey,Takahiko Yamanouchi,0
21846,3813,Joseph Conrad,Edward Said,1
21847,9933,Ambrose Bierce,August Kundt,0
21848,8851,Henri Barbusse,Karl Herzfeld,0
21849,20214,Khachatur Abovian,Mirza Fatali Akhundzadeh,1
21850,10883,D. H. Lawrence,Robert Smigel,0
21851,15975,Ludwig Wittgenstein,Susanne Langer,1
21852,19642,Friedrich Wilhelm Joseph Schelling,Peter Deunov,0
21853,27540,Seamus Heaney,Edna O'Brien,1
21854,27231,Jilly Cooper,Tyne O'Connell,1
21855,23596,Irwin Corey,Isabel Paterson,0
21856,20731,Vladimir Lenin,Chris Harman,1
21857,4200,Victor Hugo,Leconte de Lisle,1
21858,15086,Friedrich Wilhelm Joseph Schelling,Louis Guilloux,0
21859,7464,Peter Straub,James A. Moore,1
21860,11801,Albert Camus,Dorothy Dunnett,0
21861,25069,Robert A. Heinlein,Lawrence M. Schoen,1
21862,26021,Patrick Galvin,Gerry Murphy,1
21863,4457,Malcolm X,Mose Kalev,1
21864,25784,Ernst Mach,B. F. Skinner,1
21865,20213,Anselm of Canterbury,Bonaventure    1,1
21866,10218,Guillaume-François Rouelle,Gilles Deleuze,0
21867,27165,Robert Klein,Jerry Seinfeld,1
21868,28969,Lenny Bruce,Ralphie May,1
21869,8029,Benedetto Croce,Luigi Pirandello,0
21870,27679,Fritz Leiber,Harlan Ellison,1
21871,15905,John Davidso,Ernst Mach,0
21872,4653,Henri Bergson,Nikos Kazantzakis,1
21873,11001,Wang Guowei,Wang L,1
21874,25246,Robert Louis Stevenson,Dale Chihuly,0
21875,245,William Ross Ashby,Koto Hoxhi,0
21876,1268,Robert Louis Stevenson,Johnny Carson,0
21877,9572,Robinson Jeffers,Hugo Grotius,0
21878,20212,Epicurus,Alan Watts,0
21879,26047,James Thurber,Ferdinand Ritter von Hebra,0
21880,2703,Tristan Tzara,Rick Geary,0
21881,15448,Gertrude Stein,Thomas Bernhard,1
21882,20193,Oscar Wilde,Gerty Cori,0
21883,28013,Anton Mauve,Neil Shawcross,0
21884,29011,Red Skelton,Ritch Shydner,1
21885,4635,Paul Cézanne,Muddy Waters,0
21886,17859,Caravaggio,Giovanni Testori,1
21887,25011,Jack Smit,Proclus,0
21888,22131,Georg Büchner,Bertolt Brecht,1
21889,19782,Marcel Proust,Roger Ebert,0
21890,11068,Hugo Grotius,Lobsang Rampa,0
21891,22004,Friedrich Nietzsche,Jacques Derrida,1
21892,14965,Rousas John Rushdoony,Ann Major,0
21893,25449,Carl Jung,Roger Woolger,1
21894,14467,Stanley William Hayter,Steven Whyte,0
21895,12753,Charles Darwin,Billy Graham,0
21896,10984,Joseph de Maistre,Graham Sutherland,0
21897,11677,Simone de Beauvoir,Constantine P. Cavafy,0
21898,13268,Georges Sorel,Ursula Nordstrom,0
21899,27911,Lucretius,Nasir Kazmi,0
21900,22077,Hugo Grotius,Jean-Baptiste Biot,0
21901,7772,Arthur Rimbaud,Jan Kaus,0
21902,24959,Thomas Hart Bento,Vaikom Muhammad Basheer,0
21903,16379,Émile Zola,Preihov Voranc,1
21904,19459,Bernt Michael Holmboe,Niels Henrik Abel,1
21905,7680,C. S. Lewis,Ravi Zacharias    1,1
21906,14773,Alphonse de Lamartine,Narcís Oller,1
21907,23309,Gore Vidal,Christopher Hitchens,1
21908,6941,Lenny Bruce,Niall McLaren,0
21909,5748,John Donne,Sugar Sammy,0
21910,16583,George Carlin,Adam Carolla,1
21911,8077,Charles Baudelaire,Grigol Robakidze,1
21912,23147,Gustave Moreau,Hans Unger,1
21913,24432,Louise Bourgeois,Del Kathryn Barton,1
21914,6406,Doris Lessing,Margaret Thatcher,0
21915,24056,Max Stirner,William Greider,0
21916,22301,Tristan Tzara,Rick Geary,0
21917,8850,H. G. Wells,Shim Hyung-rae,0
21918,20471,Jack Paar,Pat Buchanan,0
21919,198,H. P. Lovecraft,Michelle Belanger,1
21920,18216,Orson Scott Card,Patrick Rothfuss,1
21921,8901,Thomas Aquinas,Fulton J. Sheen,1
21922,26095,Tom of Finland,David Hockney,1
21923,28779,Charlotte Brontë,Friedrich Stromeyer,0
21924,4104,Edmund Spenser,Witold Gombrowicz,0
21925,26768,Owen Barfield,Viktor Frankl,0
21926,26422,W. W. Jacobs,Beatrice Hastings,0
21927,7027,Lucian,Dax Riggs,0
21928,8465,Richard Harding Davis,Frank Gehry,0
21929,19406,Michael Davi,Jack Kirby,0
21930,20773,Edward Burne-Jones,Hans Unger,1
21931,23573,Robert W. Chambers,Antanas Mockus,0
21932,4906,Josiah Warren,Wallace Berman,0
21933,12289,Daniel Defoe,J. M. Coetzee,1
21934,16718,John Updike,Lorrie Moore,1
21935,20995,Bertrand Russell,Michael Ty,1
21936,6693,Otto Weininger,Galenskaparna och After Shave,0
21937,28233,Jules Laforgue,Motojiro Kajii,1
21938,24862,George MacDonald Fraser,Richard J Denning,1
21939,14884,Hans Christian Andersen,Brian Gage,1
21940,3816,Claude Monet,Choy Weng Yang,1
21941,28412,Peter Sellers,Paul Merton,1
21942,15873,Stanley G. Weinbaum,Sandra Harding,0
21943,9030,Kurt Vonnegut,Leroy Lamis,0
21944,5165,Joseph Ginat,Henry Radcliffe Crocker,0
21945,1339,William Golding,Jeff Roland,0
21946,2448,Claude Bernard,François Magendie,1
21947,6240,Michael Moorcock,Michael Chabon,1
21948,28625,Emily Brontë,Hugo Münsterberg,0
21949,4751,George Carlin,Stephen Colbert,1
21950,3209,Kurt Vonnegut,Charles Taylo,0
21951,26012,William Wordsworth,Dorothy L. Sayers,1
21952,22336,Lord Byron,Stanley Kubrick,0
21953,1813,Gordon Lish,Joan Kennedy Taylor,0
21954,36,Bertrand de Jouvenel,Hans-Hermann Hoppe,1
21955,243,African Spir,Donald Miller,0
21956,14738,Thomas Nagel,David Frankli,1
21957,22223,Maya Deren,Lyndon LaRouche,0
21958,14088,M. R. James,Ramsey Campbell,1
21959,8808,Gonçalves Dias,Fagundes Varela,1
21960,1200,Joaquim Maria Machado de Assis,José de Mesquita,1
21961,3676,Owen Barfield,Éric-Emmanuel Schmitt,0
21962,28535,George Berkeley,Jeremy O'Brien,0
21963,19264,William S. Burroughs,Tony Cohan,1
21964,27591,Paul Éluard,Ahmad Shamlou,1
21965,19522,Michel Foucault,R. Radhakrishnan,1
21966,13693,Chuck Close,Paul Rusconi,1
21967,10204,Georg Trakl,France Balantic,1
21968,10419,Johann Gottlieb Fichte,Eric Nguyen,0
21969,10028,Kostas Axelos,Jane Wilson-Howarth,0
21970,28125,Ludwig Wittgenstein,Thomas Bernhard,1
21971,17917,Michel Foucault,Ian Hacking,1
21972,22040,Michel de Montaigne,Juan Gómez-Jurado,0
21973,13863,Robert Morison,Ivan Franko,0
21974,14361,Duns Scotus,Patrick Crowley,0
21975,837,Albertus Magnus,Nicholas of Cusa,1
21976,4984,Augusta Savage,Joseph Campbell,0
21977,11693,Alfred Hitchcock,Jason Smilovic,1
21978,4522,J. G. Ballard,François Truffaut,0
21979,6491,Leconte de Lisle,André Malraux,0
21980,6496,Simone Weil,Preston Sturges,0
21981,12562,Adam Mickiewicz,Karel Hynek Mácha,1
21982,3753,Julius Evola,Savitri Devi,1
21983,27009,David Brin,John Sunseri,1
21984,22956,Ralph Waldo Emerson,Jun Tsuji,1
21985,29000,Tristan Tzara,Rick Geary,0
21986,28662,Henri Bergson,Samuel Hui,0
21987,9689,Raoul Schrott,Irenaeus,0
21988,4710,Almeida Garrett,Camilo Castelo Branco,1
21989,12609,Georg Wilhelm Friedrich Hegel,Albert Hofstadter,1
21990,28006,Richard Yates,Jhumpa Lahiri,1
21991,18329,Owen Barfield,Andrew Nelson Lytle,0
21992,16322,Arthur Schopenhauer,John Ruskin,0
21993,4208,Epictetus,Douglas Rushkoff,0
21994,6974,Hannah Arendt,Adriana Cavarero,1
21995,15402,Lucretius,Bob Hal,0
